product,filename,timestamp,resolution,variables,size_MB
LST,3RIMG_15JUL2025_1645_L2B_LST_V01R00.h5,15-07-2025 16:45,2816x2805,LST,
LST,3RIMG_15JUL2025_1715_L2B_LST_V01R00.h5,15-07-2025 17:15,2816x2805,LST,
LST,3RIMG_15JUL2025_1745_L2B_LST_V01R00.h5,15-07-2025 17:45,2816x2805,LST,
LST,3RIMG_15JUL2025_1815_L2B_LST_V01R00.h5,15-07-2025 18:15,2816x2805,LST,
LST,3RIMG_15JUL2025_1845_L2B_LST_V01R00.h5,15-07-2025 18:45,2816x2805,LST,
LST,3RIMG_15JUL2025_1915_L2B_LST_V01R00.h5,15-07-2025 19:15,2816x2805,LST,
LST,3RIMG_15JUL2025_1945_L2B_LST_V01R00.h5,15-07-2025 19:45,2816x2805,LST,
LST,3RIMG_15JUL2025_2015_L2B_LST_V01R00.h5,15-07-2025 20:15,2816x2805,LST,
LST,3RIMG_15JUL2025_2045_L2B_LST_V01R00.h5,15-07-2025 20:45,2816x2805,LST,
LST,3RIMG_15JUL2025_2115_L2B_LST_V01R00.h5,15-07-2025 21:15,2816x2805,LST,
LST,3RIMG_15JUL2025_2145_L2B_LST_V01R00.h5,15-07-2025 21:45,2816x2805,LST,
LST,3RIMG_15JUL2025_2215_L2B_LST_V01R00.h5,15-07-2025 22:15,2816x2805,LST,
LST,3RIMG_15JUL2025_2245_L2B_LST_V01R00.h5,15-07-2025 22:45,2816x2805,LST,
LST,3RIMG_15JUL2025_2315_L2B_LST_V01R00.h5,15-07-2025 23:15,2816x2805,LST,
LST,3RIMG_15JUL2025_2345_L2B_LST_V01R00.h5,15-07-2025 23:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0015_L2B_LST_V01R00.h5,16-07-2025 00:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0045_L2B_LST_V01R00.h5,16-07-2025 00:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0115_L2B_LST_V01R00.h5,16-07-2025 01:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0145_L2B_LST_V01R00.h5,16-07-2025 01:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0215_L2B_LST_V01R00.h5,16-07-2025 02:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0245_L2B_LST_V01R00.h5,16-07-2025 02:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0315_L2B_LST_V01R00.h5,16-07-2025 03:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0345_L2B_LST_V01R00.h5,16-07-2025 03:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0415_L2B_LST_V01R00.h5,16-07-2025 04:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0445_L2B_LST_V01R00.h5,16-07-2025 04:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0515_L2B_LST_V01R00.h5,16-07-2025 05:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0545_L2B_LST_V01R00.h5,16-07-2025 05:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0615_L2B_LST_V01R00.h5,16-07-2025 06:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0645_L2B_LST_V01R00.h5,16-07-2025 06:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0715_L2B_LST_V01R00.h5,16-07-2025 07:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0745_L2B_LST_V01R00.h5,16-07-2025 07:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0815_L2B_LST_V01R00.h5,16-07-2025 08:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0845_L2B_LST_V01R00.h5,16-07-2025 08:45,2816x2805,LST,
LST,3RIMG_16JUL2025_0915_L2B_LST_V01R00.h5,16-07-2025 09:15,2816x2805,LST,
LST,3RIMG_16JUL2025_0945_L2B_LST_V01R00.h5,16-07-2025 09:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1015_L2B_LST_V01R00.h5,16-07-2025 10:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1045_L2B_LST_V01R00.h5,16-07-2025 10:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1115_L2B_LST_V01R00.h5,16-07-2025 11:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1145_L2B_LST_V01R00.h5,16-07-2025 11:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1215_L2B_LST_V01R00.h5,16-07-2025 12:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1245_L2B_LST_V01R00.h5,16-07-2025 12:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1315_L2B_LST_V01R00.h5,16-07-2025 13:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1345_L2B_LST_V01R00.h5,16-07-2025 13:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1415_L2B_LST_V01R00.h5,16-07-2025 14:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1445_L2B_LST_V01R00.h5,16-07-2025 14:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1515_L2B_LST_V01R00.h5,16-07-2025 15:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1545_L2B_LST_V01R00.h5,16-07-2025 15:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1615_L2B_LST_V01R00.h5,16-07-2025 16:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1645_L2B_LST_V01R00.h5,16-07-2025 16:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1715_L2B_LST_V01R00.h5,16-07-2025 17:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1745_L2B_LST_V01R00.h5,16-07-2025 17:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1815_L2B_LST_V01R00.h5,16-07-2025 18:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1845_L2B_LST_V01R00.h5,16-07-2025 18:45,2816x2805,LST,
LST,3RIMG_16JUL2025_1915_L2B_LST_V01R00.h5,16-07-2025 19:15,2816x2805,LST,
LST,3RIMG_16JUL2025_1945_L2B_LST_V01R00.h5,16-07-2025 19:45,2816x2805,LST,
LST,3RIMG_16JUL2025_2015_L2B_LST_V01R00.h5,16-07-2025 20:15,2816x2805,LST,
LST,3RIMG_16JUL2025_2045_L2B_LST_V01R00.h5,16-07-2025 20:45,2816x2805,LST,
LST,3RIMG_16JUL2025_2115_L2B_LST_V01R00.h5,16-07-2025 21:15,2816x2805,LST,
LST,3RIMG_16JUL2025_2145_L2B_LST_V01R00.h5,16-07-2025 21:45,2816x2805,LST,
LST,3RIMG_16JUL2025_2215_L2B_LST_V01R00.h5,16-07-2025 22:15,2816x2805,LST,
LST,3RIMG_16JUL2025_2245_L2B_LST_V01R00.h5,16-07-2025 22:45,2816x2805,LST,
LST,3RIMG_16JUL2025_2315_L2B_LST_V01R00.h5,16-07-2025 23:15,2816x2805,LST,
LST,3RIMG_16JUL2025_2345_L2B_LST_V01R00.h5,16-07-2025 23:45,2816x2805,LST,
OLR,3RIMG_15JUL2025_0015_L3B_OLR_DLY_V01R00.h5,15-07-2025 00:15,2816x2805,OLR_DLY,
OLR,3RIMG_16JUL2025_0015_L3B_OLR_DLY_V01R00.h5,16-07-2025 00:15,2816x2805,OLR_DLY,
UTH,3RIMG_15JUL2025_0015_L3B_UTH_DLY_V01R00.h5,15-07-2025 00:15,1408x1402,UTH_DLY,
UTH,3RIMG_16JUL2025_0015_L3B_UTH_DLY_V01R00.h5,16-07-2025 00:15,1408x1402,UTH_DLY,
WDP,3RIMG_15JUL2025_0015_L2G_WDP_V01R00.h5,15-07-2025 00:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0045_L2G_WDP_V01R00.h5,15-07-2025 00:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0115_L2G_WDP_V01R00.h5,15-07-2025 01:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0145_L2G_WDP_V01R00.h5,15-07-2025 01:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0215_L2G_WDP_V01R00.h5,15-07-2025 02:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0245_L2G_WDP_V01R00.h5,15-07-2025 02:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0315_L2G_WDP_V01R00.h5,15-07-2025 03:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0345_L2G_WDP_V01R00.h5,15-07-2025 03:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0415_L2G_WDP_V01R00.h5,15-07-2025 04:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0445_L2G_WDP_V01R00.h5,15-07-2025 04:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0515_L2G_WDP_V01R00.h5,15-07-2025 05:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0545_L2G_WDP_V01R00.h5,15-07-2025 05:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0615_L2G_WDP_V01R00.h5,15-07-2025 06:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0645_L2G_WDP_V01R00.h5,15-07-2025 06:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0715_L2G_WDP_V01R00.h5,15-07-2025 07:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0745_L2G_WDP_V01R00.h5,15-07-2025 07:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0815_L2G_WDP_V01R00.h5,15-07-2025 08:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0845_L2G_WDP_V01R00.h5,15-07-2025 08:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0915_L2G_WDP_V01R00.h5,15-07-2025 09:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_0945_L2G_WDP_V01R00.h5,15-07-2025 09:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1015_L2G_WDP_V01R00.h5,15-07-2025 10:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1045_L2G_WDP_V01R00.h5,15-07-2025 10:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1115_L2G_WDP_V01R00.h5,15-07-2025 11:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1145_L2G_WDP_V01R00.h5,15-07-2025 11:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1215_L2G_WDP_V01R00.h5,15-07-2025 12:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1245_L2G_WDP_V01R00.h5,15-07-2025 12:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1315_L2G_WDP_V01R00.h5,15-07-2025 13:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1345_L2G_WDP_V01R00.h5,15-07-2025 13:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1415_L2G_WDP_V01R00.h5,15-07-2025 14:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1445_L2G_WDP_V01R00.h5,15-07-2025 14:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1515_L2G_WDP_V01R00.h5,15-07-2025 15:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1545_L2G_WDP_V01R00.h5,15-07-2025 15:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1615_L2G_WDP_V01R00.h5,15-07-2025 16:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1645_L2G_WDP_V01R00.h5,15-07-2025 16:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1715_L2G_WDP_V01R00.h5,15-07-2025 17:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1745_L2G_WDP_V01R00.h5,15-07-2025 17:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1815_L2G_WDP_V01R00.h5,15-07-2025 18:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1845_L2G_WDP_V01R00.h5,15-07-2025 18:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1915_L2G_WDP_V01R00.h5,15-07-2025 19:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_1945_L2G_WDP_V01R00.h5,15-07-2025 19:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2015_L2G_WDP_V01R00.h5,15-07-2025 20:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2045_L2G_WDP_V01R00.h5,15-07-2025 20:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2115_L2G_WDP_V01R00.h5,15-07-2025 21:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2145_L2G_WDP_V01R00.h5,15-07-2025 21:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2215_L2G_WDP_V01R00.h5,15-07-2025 22:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2245_L2G_WDP_V01R00.h5,15-07-2025 22:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2315_L2G_WDP_V01R00.h5,15-07-2025 23:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_15JUL2025_2345_L2G_WDP_V01R00.h5,15-07-2025 23:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0015_L2G_WDP_V01R00.h5,16-07-2025 00:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0045_L2G_WDP_V01R00.h5,16-07-2025 00:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0115_L2G_WDP_V01R00.h5,16-07-2025 01:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0145_L2G_WDP_V01R00.h5,16-07-2025 01:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0215_L2G_WDP_V01R00.h5,16-07-2025 02:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0245_L2G_WDP_V01R00.h5,16-07-2025 02:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0315_L2G_WDP_V01R00.h5,16-07-2025 03:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0345_L2G_WDP_V01R00.h5,16-07-2025 03:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0415_L2G_WDP_V01R00.h5,16-07-2025 04:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0445_L2G_WDP_V01R00.h5,16-07-2025 04:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0515_L2G_WDP_V01R00.h5,16-07-2025 05:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0545_L2G_WDP_V01R00.h5,16-07-2025 05:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0615_L2G_WDP_V01R00.h5,16-07-2025 06:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0645_L2G_WDP_V01R00.h5,16-07-2025 06:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0715_L2G_WDP_V01R00.h5,16-07-2025 07:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0745_L2G_WDP_V01R00.h5,16-07-2025 07:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0815_L2G_WDP_V01R00.h5,16-07-2025 08:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0845_L2G_WDP_V01R00.h5,16-07-2025 08:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0915_L2G_WDP_V01R00.h5,16-07-2025 09:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_0945_L2G_WDP_V01R00.h5,16-07-2025 09:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1015_L2G_WDP_V01R00.h5,16-07-2025 10:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1045_L2G_WDP_V01R00.h5,16-07-2025 10:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1115_L2G_WDP_V01R00.h5,16-07-2025 11:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1145_L2G_WDP_V01R00.h5,16-07-2025 11:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1215_L2G_WDP_V01R00.h5,16-07-2025 12:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1245_L2G_WDP_V01R00.h5,16-07-2025 12:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1315_L2G_WDP_V01R00.h5,16-07-2025 13:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1345_L2G_WDP_V01R00.h5,16-07-2025 13:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1415_L2G_WDP_V01R00.h5,16-07-2025 14:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1445_L2G_WDP_V01R00.h5,16-07-2025 14:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1515_L2G_WDP_V01R00.h5,16-07-2025 15:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1545_L2G_WDP_V01R00.h5,16-07-2025 15:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1615_L2G_WDP_V01R00.h5,16-07-2025 16:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1645_L2G_WDP_V01R00.h5,16-07-2025 16:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1715_L2G_WDP_V01R00.h5,16-07-2025 17:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1745_L2G_WDP_V01R00.h5,16-07-2025 17:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1815_L2G_WDP_V01R00.h5,16-07-2025 18:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1845_L2G_WDP_V01R00.h5,16-07-2025 18:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1915_L2G_WDP_V01R00.h5,16-07-2025 19:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_1945_L2G_WDP_V01R00.h5,16-07-2025 19:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2015_L2G_WDP_V01R00.h5,16-07-2025 20:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2045_L2G_WDP_V01R00.h5,16-07-2025 20:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2115_L2G_WDP_V01R00.h5,16-07-2025 21:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2145_L2G_WDP_V01R00.h5,16-07-2025 21:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2215_L2G_WDP_V01R00.h5,16-07-2025 22:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2245_L2G_WDP_V01R00.h5,16-07-2025 22:45,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2315_L2G_WDP_V01R00.h5,16-07-2025 23:15,201x201x37,"UCOMP,VCOMP",
WDP,3RIMG_16JUL2025_2345_L2G_WDP_V01R00.h5,16-07-2025 23:45,201x201x37,"UCOMP,VCOMP",
